__id__,canal,cantidad,company,cp,createdAt,daysToDelivery,error,errorMessage,fechaCompra,fechaEstimada,fulfillmentType,isFlash,isMarketplace,noPedido,plan,productType,sku,storeSelected,tipoPago,edd1,edd2
29nag5XGBSPN7rL4DYca,APV AND,1,LP,52040,__Timestamp__2025-01-30T18:01:57.883Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,8710000206,B,,1029124791,103,Efectivo,,
29sTRLvIzeaE7v0F4cUt,APV AND,1,LP,31624,__Timestamp__2025-04-30T22:41:54.956Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7670000194,B,,1032935288,103,Efectivo,,
29urvfuiM1tci1Gs45om,APV AND,2,LP,14300,__Timestamp__2024-10-10T15:45:24.545Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4340000198,B,,1029124783,103,Efectivo,,
2A7i9CeBZO4i7msfBcOF,WEB,1,LP,42000,__Timestamp__2025-05-13T17:48:56.306Z,3,,,__Timestamp__2025-05-13T17:48:39.000Z,16 de mayo-19 de mayo,Fulfillment_Type_Liverpool,,FALSE,2840000222,A,Soft Line,1015924591,125,paypal,16/05/2025,19/05/2025
2A7ici8X5Ji8fTDIEvei,APV AND,1,LP,73657,__Timestamp__2025-05-12T16:19:36.683Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,4240000230,B,,1029124783,103,Efectivo,,
2AArxFv3odE56UimQink,WEB,1,LP,14300,__Timestamp__2024-10-04T16:56:57.354Z,3,,,__Timestamp__2024-10-04T16:56:46.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,100000195,null,Soft Line,1031270924,895,creditCard,,
2ABnMfczegYMD1JuAPXE,WEB,2,SBB,1030,__Timestamp__2025-05-15T06:56:38.174Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-05-15T06:56:33.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1968440165,null,Big Ticket,SB5000198236,N/A,creditCard,,
2ADVHb1daT5j15VF8US3,APV AND,2,LP,5348,__Timestamp__2025-01-28T19:06:47.941Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,6510000178,B,,12896964,103,Efectivo,,
2AESjL8JxNGBmbpkSYst,WEB,1,SBB,11560,__Timestamp__2024-12-05T16:07:11.601Z,0,,,__Timestamp__2024-12-05T16:06:15.000Z,08 de diciembre-12 de diciembre,Fulfillment_Type_Liverpool,,TRUE,4810000169,null,Soft Line,1030694739,N/A,creditCard,,
2AFSYttDrhEBAiDPsMwB,APP,2,LP,53660,__Timestamp__2025-05-19T14:11:14.599Z,20,,,__Timestamp__2025-05-19T14:11:06.000Z,02 de junio-22 de junio,Fulfillment_Type_Liverpool,,FALSE,2800000198,A,Big Ticket,1033217681,830,creditCard,02/06/2025,22/06/2025
2AFpfqENSghJxN3cGk2i,APP,1,LP,67118,__Timestamp__2024-10-30T13:54:11.994Z,3,,,__Timestamp__2024-10-30T13:53:43.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,7690000193,null,Soft Line,1031970179,,paypal,,
2AH5ncscc9rQy9XdiXd8,APV AND,1,LP,6170,__Timestamp__2024-08-28T20:02:23.984Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7930000179,B,,1029124791,103,Efectivo,,
2AKyN06j2kn7OLHkAwRE,APV AND,1,LP,14300,__Timestamp__2024-11-09T07:41:51.074Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039230766,B,,1029124791,103,Efectivo,,
2AL51dYtB8z6qOKoA9ar,WEB,1,SBB,22750,__Timestamp__2024-09-24T15:05:13.230Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2024-09-24T15:05:07.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1928050093,null,Big Ticket,SB5000217681,N/A,creditCard,,
2AMTJRVj7NZI7tX521eJ,APV AND,1,LP,52040,__Timestamp__2025-03-12T05:19:04.390Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2300000217,B,,1029124791,103,Efectivo,,
2AU2Juk4CK5B8H1J8PTG,WEB,3,LP,1030,__Timestamp__2024-09-12T01:40:50.612Z,3,,,__Timestamp__2024-09-12T01:40:41.000Z,12 de septiembre-15 de septiembre,Fulfillment_Type_Liverpool,,FALSE,7790000172,null,Soft Line,1029124821,2,creditCard,,
2AZoLbXA6wBGSdDt9021,WEB,1,LP,25030,__Timestamp__2024-09-06T12:32:09.910Z,N/A,4,,__Timestamp__2024-09-06T12:32:04.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613604108,null,Big Ticket,1016448920,N/A,creditCard,,
2AbABAXvGGjWYCIBx2qM,APV AND,1,LP,31607,__Timestamp__2025-01-16T15:48:39.322Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7990000189,B,,12439482,103,Efectivo,,
2AgtcLNp5g2xHte1BwAC,APP,1,LP,5348,__Timestamp__2025-05-05T14:31:31.349Z,0,,,__Timestamp__2025-05-05T14:31:21.000Z,05 de mayo-08 de mayo,Fulfillment_Type_Liverpool,,FALSE,670000207,A,Soft Line,1030512657,3,paypal,05/05/2025,08/05/2025
2AiMMiYQnfl5GjaLQWQZ,APV AND,2,LP,75120,__Timestamp__2025-05-12T23:57:40.608Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4900000246,B,,1029124783,103,Efectivo,,
2AoRZmeqBXgwfiq7lH06,WEB,1,SBB,5348,__Timestamp__2025-02-05T17:13:15.468Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2025-02-05T17:13:05.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1948490292,null,Soft Line,SB5000238416,N/A,paypal,,
2AtZnwMfMzWmCGCEwvZy,WEB,1,LP,55070,__Timestamp__2024-08-28T16:08:10.428Z,0,,,__Timestamp__2024-08-28T16:07:50.000Z,17 de septiembre-27 de septiembre,Fulfillment_Type_Liverpool,,FALSE,1490000189,null,Soft Line,1029205694,N/A,creditCard,,
2AvlJgCho9BryirZQGCN,WEB,1,SBB,11560,__Timestamp__2024-10-30T17:34:53.309Z,0,,,__Timestamp__2024-10-30T17:34:23.000Z,02 de noviembre-06 de noviembre,Fulfillment_Type_Liverpool,,TRUE,1230000179,null,Soft Line,1030694682,N/A,creditCard,,
2AwAbgIAZVHN8QPVp7cy,WEB,1,LP,6000,__Timestamp__2025-01-16T19:10:15.293Z,N/A,4,,__Timestamp__2025-01-16T19:10:09.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9800031453,null,Big Ticket,1031640314,N/A,creditCard,,
2AyKEzQIHwz24Kca6uQ0,WEB,1,LP,5348,__Timestamp__2025-05-07T18:42:39.681Z,5,,,__Timestamp__2025-05-07T18:42:31.000Z,12 de mayo-15 de mayo,Liverpool_CNC_PICK_PACK,,FALSE,4170001830,A,Soft Line,1028790810,125,creditCard,12/05/2025,15/05/2025
2Ayi81qYd2I3nZY143R9,WEB,1,LP,11000,__Timestamp__2024-07-15T22:35:53.061Z,0,,,__Timestamp__2024-07-15T22:35:36.000Z,17 de julio,Fulfillment_Type_Liverpool,,FALSE,9613537852,null,Big Ticket,1032877181,N/A,creditCard,,
2B0dCQmRXTpLvNh01zIA,APV AND,1,LP,52040,__Timestamp__2024-11-28T20:38:13.372Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,5280000201,B,,1029124791,103,Efectivo,,
2B4WDpP21q0BD05ht1NQ,WEB,2,LP,31624,__Timestamp__2024-12-18T15:08:01.638Z,0,,,__Timestamp__2024-12-18T15:07:47.000Z,07 de enero-17 de enero,Fulfillment_Type_Liverpool,,FALSE,5960000189,B,Soft Line,1005764773,N/A,creditCard,,
2BDji7ccAOFB5VHXDeBy,WEB,5,LP,5348,__Timestamp__2024-11-07T23:00:23.038Z,0,,,__Timestamp__2024-11-07T23:00:14.000Z,08 de noviembre,Fulfillment_Type_Liverpool,,FALSE,2590000167,null,Soft Line,1011573670,3,creditCard,,
2BF9X1z95xi5kK7kus5z,APP,1,LP,55707,__Timestamp__2025-05-13T00:15:42.519Z,N/A,,,__Timestamp__2025-05-13T00:15:29.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9800128986,null,Big Ticket,1031959540,N/A,creditCard,,
2BH6lKHobwXv6Mqt9XGC,WEB,1,LP,47670,__Timestamp__2025-04-29T15:11:22.763Z,0,,,__Timestamp__2025-04-29T15:11:14.000Z,29 de abril-02 de mayo,Liverpool_CNC_PICK_PACK,,FALSE,8640000205,A,Soft Line,1019935708,25,creditCard,29/04/2025,02/05/2025
2BNMOqzDmkWRhD7GgFlq,APV AND,1,LP,86205,__Timestamp__2025-01-20T18:15:18.672Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7900000198,B,,37337978,103,Efectivo,Recibe mañana,18 de Julio
2BWme03aD9nwnxz9iteH,APV AND,2,LP,52787,__Timestamp__2024-12-24T16:07:17.402Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,3200000186,B,,12896964,103,Efectivo,,
2BYLuQt0FAQJWorrsIXL,WEB,2,SBB,45019,__Timestamp__2024-12-20T15:23:29.861Z,6,,,__Timestamp__2024-12-20T15:23:26.000Z,23 de diciembre-29 de diciembre,Fulfillment_Type_Liverpool,,FALSE,sg1942460138,A,Soft Line,SB3701738,541,creditCard,,
2BerhGoJvNKBikoUa5fa,APV AND,2,LP,52787,__Timestamp__2024-12-24T16:19:15.186Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7620000198,B,,12896964,103,Efectivo,,
2BfzPzFH1yLPr0c1BLPG,APV AND,1,LP,52040,__Timestamp__2025-02-05T15:59:23.843Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,7390000199,B,,1029124791,103,Efectivo,,
2Biroly3rknIK26C5xSk,APP,1,SBB,44100,__Timestamp__2024-09-27T01:37:04.885Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2024-09-27T01:36:54.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1928660228,null,Big Ticket,SB5000197515,N/A,creditCard,,
2Bozoyku5t65BLLbiyzz,APV AND,1,LP,3100,__Timestamp__2025-05-07T13:54:29.192Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3130000220,B,,1002319922,103,Efectivo,,
2BtDuMedjwvq5Uvluhpy,WEB,2,LP,11000,__Timestamp__2024-07-30T17:54:28.049Z,N/A,4,,__Timestamp__2024-07-30T17:54:17.000Z,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,FALSE,40000187,null,Soft Line,1031991036,N/A,creditCard,,
2C7PqnnwxThwzgJYPnqi,APV AND,1,LP,1296,__Timestamp__2025-04-28T17:15:15.246Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Mié 07 mayo 2025 - Mar 27 mayo 2025,Fulfillment_Type_Liverpool,TRUE,FALSE,9800120876,A,BT,1032752591,103,Efectivo,07/05/2025,27/05/2025
2C9tGv4Ql6FLWtxbK9Ga,APV AND,1,LP,03330+,__Timestamp__2024-08-27T00:12:05.440Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4980000162,B,,1029124791,103,Efectivo,,
2CAdxSLvuz1k0vBdp3hn,WEB,1,SBB,44800,__Timestamp__2025-02-05T14:38:54.049Z,10,,,__Timestamp__2025-02-05T14:38:45.000Z,11 de febrero-21 de febrero,Fulfillment_Type_Liverpool,,FALSE,sg1948490105,A,Big Ticket,SB5000200354,830,paypal,11/02/2025,21/02/2025
2CLZmI1GvbDWxnw7phNy,MOBILE,1,LP,8500,__Timestamp__2024-09-25T18:07:31.491Z,N/A,4,,__Timestamp__2024-09-25T18:07:04.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613621912,null,Big Ticket,1031109015,N/A,paypal,,
2CMR3WN8zfjpRBWXkWfb,APP,2,LP,5000,__Timestamp__2024-09-22T19:02:47.579Z,0,,,__Timestamp__2024-09-22T19:02:19.000Z,29 de septiembre-02 de octubre,Fulfillment_Type_Liverpool,,TRUE,1750001331,null,Soft Line,1030694909,N/A,creditCard,,
2CZMJYKp2v2mAEDBpmno,WEB,1,LP,57840,__Timestamp__2024-09-30T17:24:10.180Z,3,,,__Timestamp__2024-09-30T17:23:53.000Z,05 de octubre-08 de octubre,Fulfillment_Type_Liverpool,,FALSE,7450000158,null,Soft Line,1032805694,1052,creditCard,,
2Ccm1Cb9lDIvC5okyKej,APV AND,2,LP,52787,__Timestamp__2024-12-24T16:07:58.158Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,8720000189,B,,12896964,103,Efectivo,,
2CeJNbq1Rgcc78Q0IPiO,WEB,8,LP,53660,__Timestamp__2025-05-16T15:00:35.052Z,0,,,__Timestamp__2025-05-16T15:00:10.000Z,16 de mayo-19 de mayo,Fulfillment_Type_Liverpool,,FALSE,6170000233,A,Soft Line,90310,2,creditCard,16/05/2025,19/05/2025
2Cec2neiFIN48Lp9vpmg,APV AND,1,LP,3100,__Timestamp__2024-11-14T17:30:13.489Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,7990000174,B,,37337889,103,Efectivo,,
2CecnBhIsieW9hdjl3ML,WEB,5,SBB,9210,__Timestamp__2025-01-14T14:57:54.393Z,N/A,4,No se cuenta con inventario suficiemte,__Timestamp__2025-01-14T14:57:47.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,sg1944740137,null,Soft Line,1003508320,N/A,creditCard,,
2CfxzRbe0ObFIGBG8hTV,APV AND,2,LP,73657,__Timestamp__2025-05-12T16:24:40.256Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3240000225,B,,1029124783,103,Efectivo,,
2Ci5RmEHETCdGTSIMsTz,APV AND,1,LP,73657,__Timestamp__2025-05-12T16:27:16.540Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8640000210,B,,1031991036,103,Efectivo,,
2CjYgcQTodmksrYElaeW,APV AND,1,LP,44100,__Timestamp__2024-11-20T13:49:18.918Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4530000818,B,,1033036899,103,Efectivo,,
2CvOzhmH5bkFP205EZVm,WEB,1,LP,1200,__Timestamp__2024-10-18T06:20:39.488Z,3,,,__Timestamp__2024-10-18T06:20:23.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,8509000100,null,Soft Line,1032805619,,creditCard,,
2Cw0VQzjSWJHhBmA6tz8,MOBILE,1,LP,57840,__Timestamp__2024-09-27T17:08:08.281Z,3,,,__Timestamp__2024-09-27T17:07:58.000Z,29 de septiembre-02 de octubre,Fulfillment_Type_Liverpool,,FALSE,8220000175,null,Soft Line,1031269225,29,creditCard,,
2Cwu83sY2TwZngTKTMp1,APV AND,1,LP,5348,__Timestamp__2024-12-20T13:44:14.109Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,1470000188,B,,4557573,103,Efectivo,,
2CxIoOec2ly9mpXOhAUE,WEB,2,LP,54300,__Timestamp__2024-07-16T00:21:25.980Z,6,,,__Timestamp__2024-07-16T00:21:04.000Z,20 de julio-26 de julio,Fulfillment_Type_Liverpool,,FALSE,9613538082,null,Big Ticket,1032467063,185,creditCard,,
2CyyJEtl8uBhDT7V23m6,WEB,3,LP,86500,__Timestamp__2024-07-02T15:47:12.483Z,N/A,4,,02 de julio de 2024 09:46,Por ahora no es posible mostrar la fecha de entrega.,Liverpool_CNC_PICK_PACK,,FALSE,4740000147,null,Soft Line,1031270941,,creditCard,,
2CzZP6hcA1JU0JJ4EJpF,APV AND,1,LP,1030,__Timestamp__2025-02-07T18:09:51.391Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2840000202,B,,1030508871,103,Efectivo,,
2D0lg7jpdvbP82hxIdlU,APP,1,SBB,3100,__Timestamp__2024-09-25T23:57:59.260Z,0,,,__Timestamp__2024-09-25T23:57:49.000Z,29 de septiembre-03 de octubre,Fulfillment_Type_Liverpool,,TRUE,6470000186,null,Soft Line,1030694879,N/A,creditCard,,
2D33wkjjU4K6flktQFst,WEB,1,LP,11560,__Timestamp__2024-07-22T17:54:03.997Z,0,,,__Timestamp__2024-07-22T17:53:44.000Z,27 de julio-30 de julio,Fulfillment_Type_Liverpool,,TRUE,8510000155,null,Soft Line,1030694747,N/A,creditCard,,
2D8ParSgTE21Zee3jVAG,WEB,1,LP,5348,__Timestamp__2025-03-25T16:43:59.205Z,0,,,__Timestamp__2025-03-25T16:43:51.000Z,25 de marzo,Fulfillment_Type_Liverpool,,FALSE,6650000199,A,Soft Line,1031971256,7,digitalWallet,25/03/2025,25/03/2025
2DEQJwqKDSSjzlOGGB0f,WEB,1,LP,7300,__Timestamp__2025-01-24T12:19:39.069Z,N/A,4,,__Timestamp__2025-01-24T12:19:34.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,2670000207,null,Soft Line,71742083,N/A,creditCard,,
2DEgKxbnbVdsedJqRYBx,APV AND,1,LP,3020,__Timestamp__2024-08-29T18:17:39.815Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,4260000161,B,,1029124791,103,Efectivo,,
2DKoRO94d4VBeXn6sMak,APP,2,LP,50450,__Timestamp__2024-09-18T16:10:37.714Z,0,,,__Timestamp__2024-09-18T16:10:28.000Z,23 de septiembre-26 de septiembre,Liverpool_CNC_PICK_PACK,,TRUE,170000175,null,Soft Line,1030694909,N/A,creditCard,,
2DTcru7BLwpoOCMmr67p,APP,1,LP,77305,__Timestamp__2024-08-28T22:12:04.038Z,3,,,__Timestamp__2024-08-28T22:11:51.000Z,12 de octubre-15 de octubre,Fulfillment_Type_Liverpool,,FALSE,3630000180,null,Soft Line,1003667614,170,paypal,,
2DfTUkKWYcGjQ6NFTRjN,WEB,1,LP,21079,__Timestamp__2024-10-25T00:25:55.538Z,10,,,__Timestamp__2024-10-25T00:25:33.000Z,04 de noviembre-14 de noviembre,Fulfillment_Type_Liverpool,,FALSE,9613647131,A,Big Ticket,1031109406,830,creditCard,,
2DhAR96kupaRITHdNvDu,APV AND,1,LP,,__Timestamp__2024-11-19T19:11:08.136Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,,Fulfillment_Type_Liverpool,TRUE,FALSE,3950000173,,SL,1007021328,103,Efectivo,,
2DhF9egUMhl11mNto3ZD,APV AND,1,LP,14300,__Timestamp__2024-11-05T00:48:40.201Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,2360000156,B,,1029124791,103,Efectivo,,
2DlBZ6o7hn24Ze1l2knC,WEB,1,LP,25014,__Timestamp__2024-09-23T15:57:19.262Z,N/A,4,,__Timestamp__2024-09-23T15:56:48.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,9613616037,null,Big Ticket,1000161795,N/A,creditCard,,
2DlsaWdVbltlbpdnNe3R,WEB,1,LP,55650,__Timestamp__2024-08-16T16:31:24.764Z,N/A,1BT_ASA,,__Timestamp__2024-08-16T16:31:04.000Z,"Producto bajo pedido, puede incurrir en tiempos extensos de entrega.",Fulfillment_Type_Liverpool,,FALSE,9613579599,null,Big Ticket,1031201094,N/A,creditCard,,
2DmdDK1SSHvkRukBKeDZ,APV AND,1,LP,6060,__Timestamp__2024-10-23T15:39:48.479Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 24 octubre - Dom 27 octubre,Liverpool_CNC_PICK_PACK,TRUE,FALSE,4810000157,A,SL,1030507688,1000,Tarjeta,,
2DpEkArfaALbHKpbXgje,WEB,1,LP,52167,__Timestamp__2024-12-04T17:29:44.161Z,0,,,__Timestamp__2024-12-04T17:28:26.000Z,07 de diciembre-17 de diciembre,Fulfillment_Type_Liverpool,,TRUE,2920000182,null,Big Ticket,1030430715,N/A,creditCard,,
2DuIVQsEm5vWpTvCs56W,WEB,3,SBB,8500,__Timestamp__2025-02-11T14:28:49.819Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2025-02-11T14:28:37.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1950050058,null,Soft Line,SB5000190537,N/A,creditCard,,
2Dz1G8iUQSV3SXD9sY6g,APV AND,1,LP,9020,__Timestamp__2025-02-27T16:08:41.039Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,2530000203,B,,1031300408,103,Efectivo,,
2E42C5cY2ejO61KiERrX,APV AND,1,LP,14300,__Timestamp__2024-11-09T09:43:50.953Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,1039627532,B,,1029124791,103,Efectivo,,
2E5oh8V9oP4gNp1pXs2L,APV AND,2,LP,42080,__Timestamp__2024-12-06T18:08:45.465Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,8110000211,B,,1032902274,103,Efectivo,,
2E7AyfvNmfr3e8QW8tSg,WEB,1,LP,77500,__Timestamp__2024-09-28T00:11:33.308Z,3,,,__Timestamp__2024-09-28T00:11:19.000Z,Por ahora no es posible mostrar la fecha de entrega.,Fulfillment_Type_Liverpool,,FALSE,250000183,null,Soft Line,1030965368,,creditCard,,
2ECZTtOclMUu32gtcDUK,WEB,3,LP,31625,__Timestamp__2024-08-13T01:06:17.809Z,3,,,__Timestamp__2024-08-13T01:06:07.000Z,16 de agosto-19 de agosto,Fulfillment_Type_Liverpool,,FALSE,5720000156,null,Soft Line,1031991036,42,creditCard,,
2EJqwej9s3rjZBPISVE8,WEB,1,SBB,3100,__Timestamp__2024-12-17T17:23:14.419Z,6,,,__Timestamp__2024-12-17T17:23:10.000Z,20 de diciembre-26 de diciembre,Fulfillment_Type_Liverpool,,FALSE,sg1942080142,A,Soft Line,SB3879523,495,creditCard,,
2EQaG3hm9OuKgQeJcTpK,APV AND,1,LP,3100,__Timestamp__2024-11-29T14:09:59.928Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Jue 18 julio - Dom 21 julio,,TRUE,FALSE,820001348,B,,1005976070,103,Efectivo,,
2ETsN2LkM7duL1YTeV00,WEB,1,LP,11320,__Timestamp__2024-10-29T14:04:11.899Z,3,,,__Timestamp__2024-10-29T14:03:59.000Z,30 de octubre-02 de noviembre,Fulfillment_Type_Liverpool,,FALSE,3320000187,A,Soft Line,12439482,199,creditCard,,
2EV2ZHc88BkknExIoXVt,WEB,1,SBB,8100,__Timestamp__2024-09-24T19:39:36.578Z,0,,,__Timestamp__2024-09-24T19:39:31.000Z,14 de octubre-24 de octubre,Fulfillment_Type_Liverpool,,FALSE,sg1928050771,null,Soft Line,SB3631512,N/A,creditCard,,
2Ec2l6toM9XiWlX0uI8H,WEB,1,SBB,9210,__Timestamp__2025-02-11T23:59:08.132Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2025-02-11T23:58:58.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1950170098,null,Soft Line,SB5000238378,N/A,creditCard,,
2EmPcRWFo2y93Xg7X6S9,WEB,1,SBB,4640,__Timestamp__2024-11-13T13:23:33.848Z,N/A,3,Parametros no validos por el OMS / El SKU no esta dado de alta en OMS,__Timestamp__2024-11-13T13:23:29.000Z,El Código Postal es incorrecto.,Fulfillment_Type_Liverpool,,FALSE,sg1936670320,null,Soft Line,1032019991,N/A,creditCard,,
2EopOOmzSA3fbxX6AXIn,APV AND,2,LP,5348,__Timestamp__2025-01-06T22:52:38.078Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,5070000186,B,,1008140461,103,Efectivo,,
2EpstDuYOaVUoyTgImdt,MOBILE,1,LP,1400,__Timestamp__2025-01-29T00:09:26.860Z,0,,,__Timestamp__2025-01-29T00:08:43.000Z,29 de enero,Fulfillment_Type_Liverpool,,FALSE,399003682,A,Soft Line,1030508889,2,creditCard,29/01/2025,29/01/2025
2Eq9qOvIyK9N1PH1TyFp,APV AND,1,LP,1400,__Timestamp__2024-08-29T17:46:41.962Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,6950000170,B,,1029124791,103,Efectivo,,
2EsZiSH10VU4N3tRcJSq,APV AND,3,LP,14300,__Timestamp__2024-10-10T15:48:48.665Z,1,,,__Timestamp__1970-01-01T00:00:00.000Z,Recibe mañana - 18 de Julio,,TRUE,FALSE,3060000175,B,,1029124783,103,Efectivo,,
2F2GHhzi8MeiFDV61uU5,WEB,2,LP,3100,__Timestamp__2024-12-09T17:59:03.420Z,0,,,__Timestamp__2024-12-09T16:25:42.000Z,29 de diciembre-08 de enero,Fulfillment_Type_Liverpool,,FALSE,5420000184,B,Soft Line,4557573,N/A,paypal,,
2F3TjX8NC4aVSCC1WN5k,WEB,3,LP,11000,__Timestamp__2024-07-26T18:11:32.365Z,3,,,__Timestamp__2024-07-26T18:11:20.000Z,27 de julio-30 de julio,Liverpool_CNC_PICK_PACK,,FALSE,3880001182,null,Soft Line,1029124821,199,creditCard,,
2F4Srxu7Hi0hCcXEJHAh,APP,1,LP,77305,__Timestamp__2024-08-28T22:12:04.038Z,3,,,__Timestamp__2024-08-28T22:11:51.000Z,12 de octubre-15 de octubre,Fulfillment_Type_Liverpool,,FALSE,3630000180,null,Soft Line,60429782,80,paypal,,
2F4pRCvPasj5lJFi8eJh,WEB,3,LP,31624,__Timestamp__2024-08-08T21:07:36.010Z,3,,,__Timestamp__2024-08-08T21:07:35.000Z,12 de agosto-15 de agosto,Fulfillment_Type_Liverpool,,FALSE,3974354,null,Soft Line,1029124791,42,creditCard,,
